"AGENCY","YEAR","ORI","STATE","COUNTY","POP","COMPSTAT","COMPSTATDATE","HASCOMPSTAT","YEAR.UNFOUNDED.MURDER","YEAR.UNFOUNDED.RAPE.TOT","YEAR.UNFOUND.AUTO.THFT","YEAR.ACT.NUM.MURDER","YEAR.ACT.NUM.RAPE.TOT","YEAR.ACT.NUM.ASSAULT.TOT","YEAR.ACT.VHC.THFT.TOT","YEAR.ACT.ALL.FIELDS","YEAR.TOT.CLR.MURDER","YEAR.TOT.CLR.RAPE.TOT","YEAR.TOT.CLR.ASSAULT.TOT","YEAR.TOT.CLR.VHC.THFT.TOT","YEAR.TOT.CLR.ALL.FIELDS","SHAREPT2","clearrate","unfoundrapepct","murderclearrate","rapeclearrate","assaultclearrate","unfoundmurderpct","unfoundassaultpct","PART1arrests","PART2arrests","popblackpct","popwhitepct","unfoundautopct","yearssincecompstat","FIPS_PLACE_ID","cdcHomicide","cdcSuicide","cdcUndetermined","cdcUnintentional","haselection","years_since_election","partisantotal","incidentsperpop","autoclearrate","YEAR.ACT.NUM.KILLINGS"
"PITTSBURGH",2007,"PAPPD00","Pennsylvania",2,312179,1,1997,1,5,22,255,52,129,8410,1538,24125,38,92,5456,278,8795,0.776944320047768,0.364559585492228,0.145695364238411,0.666666666666667,0.713178294573643,0.648751486325803,0.087719298245614,0.00496923805016564,5977,20819,0.12815165830159,0.846539169951629,0.150745444505798,10,4261000,96,139,13,528.5439,1,0,1,0.0791244766624276,0.18075422626788,57
"PITTSBURGH",2008,"PAPPD00","Pennsylvania",2,309757,1,1997,1,5,17,188,72,136,7832,1259,22207,34,94,5238,265,8168,0.770346117867166,0.367811951186563,0.111111111111111,0.441558441558442,0.691176470588235,0.66879468845761,0.0649350649350649,0.00444896402694801,5892,19764,0.128494082250198,0.845577137567063,0.135302197802198,11,4261000,108,128,0,629.5133,0,1,1,0.0731734876047999,0.210484511517077,73
"PITTSBURGH",2009,"PAPPD00","Pennsylvania",2,312232,1,1997,1,4,25,170,39,116,7364,830,20661,28,87,4825,204,7466,0.759977466741778,0.361357146314312,0.177304964539007,0.651162790697674,0.75,0.655214557305812,0.0930232558139535,0.00661000944287063,5539,17538,0.12845011834601,0.844838785341826,0.175769612711023,12,4261000,84,142,11,590.3619,1,0,1,0.0676612262676471,0.24578313253012,39
"PITTSBURGH",2010,"PAPPD00","Pennsylvania",2,307630,1,1997,1,3,23,201,55,66,7304,657,19899,31,50,4976,206,7578,0.722129397567994,0.38082315694256,0.258426966292135,0.53448275862069,0.757575757575758,0.681270536692223,0.0517241379310345,0.0051757014437483,5987,15559,0.128359456292861,0.844075017820419,0.243958573072497,13,4261000,102,126,10,668.6647,0,1,1,0.066345935051848,0.313546423135464,55
"PITTSBURGH",2011,"PAPPD00","Pennsylvania",2,308609,1,1997,1,1,13,236,44,67,6858,480,18158,22,61,4692,187,7207,0.742269496870146,0.396904945478577,0.1625,0.488888888888889,0.91044776119403,0.68416447944007,0.0222222222222222,0.00623098101724388,5476,15771,0.139763676890389,0.826478322927122,0.340659340659341,14,4261000,81,138,20,665.5738,0,2,1,0.0606106756445859,0.389583333333333,44
"PITTSBURGH",2013,"PAPPD00","Pennsylvania",2,307632,1,1997,1,0,41,227,45,78,6863,616,17989,25,64,4914,255,7566,0.756625807520292,0.42059036077603,0.34453781512605,0.555555555555556,0.82051282051282,0.716013405216378,0,0.00880993645291739,5877,18271,0.140529282138086,0.822407666796707,0.276995305164319,16,4261000,86,168,12,708.8464,1,0,1,0.060500858168201,0.413961038961039,45
"NASHVILLE",1990,"TN01901","Tennessee",0,499565,1,2004,0,2,39,241,67,553,16884,3467,52143,33,153,10656,553,17883,NA,0.342960704217249,0.0658783783783784,0.478260869565217,0.276672694394213,0.631130063965885,0.0289855072463768,0.00834018559849642,0,0,0.234510552799142,0.748945110604738,0.0818326271186441,-14,4752000,71,67,11,196,0,1,0,0.105748000760662,0.15950389385636,68
"NASHVILLE",1991,"TN01901","Tennessee",0,507328,1,2004,0,7,36,193,88,514,18009,3841,57232,42,135,9121,595,15014,NA,0.262335756220296,0.0654545454545455,0.442105263157895,0.262645914396887,0.506468987728358,0.0736842105263158,0.0064,0,0,0.23793946616009,0.744655990900192,0.0558013765978368,-13,4752000,88,91,12,172,1,0,0,0.113784376182667,0.154907576152044,92
"NASHVILLE",1993,"TN01901","Tennessee",0,513648,1,2004,0,1,45,96,87,577,21269,4731,70980,32,182,11484,618,17953,0.63692061224048,0.252930402930403,0.0723472668810289,0.363636363636364,0.315424610051993,0.53994075885091,0.0113636363636364,0.00579628850558594,16771,29420,0.246080630244392,0.733980851533862,0.0231261614701631,-11,4752000,91,70,NA,233,0,2,0,0.139060212441205,0.130627774254914,89
"NASHVILLE",1994,"TN01901","Tennessee",0,521301,1,2004,0,7,64,128,73,508,22341,5973,68669,32,489,15153,1002,25270,0.617835240983861,0.367997203978506,0.111888111888112,0.4,0.96259842519685,0.67825970189338,0.0875,0.00689011379800853,17262,27907,0.24918080442154,0.729208255062822,0.0244977951984321,-10,4752000,72,71,10,209,0,3,0,0.132748642339071,0.167754897036665,74
"NASHVILLE",1995,"TN01901","Tennessee",0,523681,1,2004,0,5,62,152,105,487,24127,8115,74108,41,525,15224,1378,26102,0.605741324921136,0.352215685216171,0.112932604735883,0.372727272727273,1.07802874743326,0.630994321714262,0.0454545454545455,0.00662878787878788,18747,28803,0.251756697209776,0.725093886965715,0.0225246928450976,-9,4752000,204,152,NA,436,1,0,0,0.142624994987406,0.169808995686999,105
"NASHVILLE",1996,"TN01901","Tennessee",0,530059,1,2004,0,7,104,211,89,487,24072,8226,77005,51,344,16647,1299,25959,0.619460702341137,0.337107980001299,0.175972927241963,0.53125,0.706365503080082,0.691550348953141,0.0729166666666667,0.00565905241852204,18205,29635,0.254941047725999,0.720263713590277,0.0317796610169492,-8,4752000,158,138,22,492,0,1,0,0.14658934194118,0.157913931436907,90
"NASHVILLE",1997,"TN01901","Tennessee",0,531908,1,2004,0,9,61,187,112,550,23386,8173,76336,82,521,17977,1304,28255,0.635338420374591,0.370139907776148,0.0998363338788871,0.677685950413223,0.947272727272727,0.76870777388181,0.0743801652892562,0.0061198470038249,18399,32056,0.258267198108332,0.715780773233464,0.0265602667937113,-7,4752000,222,164,NA,412,0,2,0,0.144699835309866,0.159549736938701,112
"NASHVILLE",1998,"TN01901","Tennessee",0,524124,1,2004,0,10,49,250,97,483,22831,6413,70335,48,319,15353,1242,23687,0.688031369099971,0.336774010094548,0.0921052631578947,0.448598130841121,0.660455486542443,0.672462879418335,0.0934579439252336,0.00600809787104358,17026,37550,0.261656804733728,0.711050075068445,0.0509101672339796,-6,4752000,196,152,NA,410,0,3,0,0.135685448481657,0.193669109621082,99
"NASHVILLE",1999,"TN01901","Tennessee",0,522935,1,2004,0,6,29,145,68,460,22141,4989,62683,55,394,14366,782,21194,0.683789309706942,0.338114002201554,0.0593047034764826,0.743243243243243,0.856521739130435,0.64884151574003,0.0810810810810811,0.00632797773987972,16239,35116,0.264316854443624,0.707050318113146,0.0337013364323068,-5,4752000,72,76,0,227.6963,1,0,0,0.120951934752885,0.156744838645019,71
"NASHVILLE",2000,"TN01901","Tennessee",0,553168,1,2004,0,0,0,0,72,406,24027,5326,66494,34,63,3880,137,6288,0.736162520444177,0.094564923150961,0,0.472222222222222,0.155172413793103,0.161484996046115,0,0,6130,17104,0.266081615050996,0.703495934674301,0,-4,4752000,90,75,0,270.9689,0,1,0,0.120205796430741,0.0257228689447991,73
"NASHVILLE",2001,"TN01901","Tennessee",0,555059,1,2004,0,0,0,0,61,413,24005,5385,68068,42,115,7764,232,11456,0.788285742778313,0.168302285949345,0,0.688524590163934,0.278450363196126,0.323432618204541,0,0,6369,23714,0.267173236514523,0.701936376210235,0,-3,4752000,75,76,0,291.5749,0,2,0,0.122632008489188,0.0430826369545032,61
"NASHVILLE",2002,"TN01901","Tennessee",0,560596,1,2004,0,0,0,0,63,403,23403,4786,63288,44,85,8485,230,11943,0.827105640799205,0.188708759954494,0,0.698412698412698,0.210918114143921,0.362560355509977,0,0,6265,29971,0.269393725324382,0.698942418257852,0,-2,4752000,65,86,0,247.272,0,3,0,0.112894134100136,0.0480568324279148,64
"NASHVILLE",2003,"TN01901","Tennessee",0,554888,1,2004,0,0,0,0,72,335,22564,4649,63820,34,114,8479,195,12152,0.826373100394879,0.190410529614541,0,0.472222222222222,0.340298507462687,0.375775571707144,0,0,7255,34530,0.271016897854527,0.696309609230738,0,-1,4752000,69,77,0,289.5143,1,0,0,0.115014201063998,0.0419445041944504,74
"NASHVILLE",2004,"TN01901","Tennessee",0,555134,1,2004,1,0,0,0,59,395,24219,4126,62923,33,113,8778,161,12180,0.826127183282935,0.193569918789632,0,0.559322033898305,0.286075949367089,0.362442710268797,0,0,7705,36609,0.27281190714995,0.693845326939274,0,0,4752000,60,74,0,307.0294,0,1,0,0.1133474080132,0.0390208434318953,59
"NASHVILLE",2005,"TN01901","Tennessee",0,557034,1,2004,1,0,0,0,95,344,24359,3448,63033,44,114,10841,238,15677,0.757132480024046,0.248710992654641,0,0.463157894736842,0.331395348837209,0.445051110472515,0,0,9696,30227,0.275486365948704,0.690413277292386,0,1,4752000,98,76,0,277.1507,0,2,0,0.113158263229893,0.0690255220417633,95
"NASHVILLE",2006,"TN01901","Tennessee",0,560813,1,2004,1,0,0,0,80,320,22643,3021,58093,48,91,14225,278,18643,0.791363947909527,0.320916461535813,0,0.6,0.284375,0.628229474892903,0,0,7610,28865,0.278112412216101,0.687161375898183,0,2,4752000,79,78,0,312.1809,0,3,0,0.103587113708134,0.092022509102946,80
"NASHVILLE",2007,"TN01901","Tennessee",0,564169,1,2004,1,0,0,0,73,290,22855,2626,57201,23,68,14740,148,18965,0.801752594457242,0.33155014772469,0,0.315068493150685,0.23448275862069,0.644935462699628,0,0,8348,33761,0.278614622711378,0.685593351322458,0,3,4752000,75,60,11,281.2719,1,0,0,0.101389831770267,0.0563594821020564,74
"NASHVILLE",2008,"TN01901","Tennessee",0,602181,1,2004,1,0,0,0,76,291,23269,2233,58290,32,69,14791,182,19247,0.796741514360313,0.330193858294733,0,0.421052631578947,0.237113402061856,0.635652584984314,0,0,9731,38144,0.278835985577229,0.684607004981717,0,4,4752000,74,80,0,293.6355,0,1,0,0.0967981387655871,0.0815047021943574,78
"NASHVILLE",2009,"TN01901","Tennessee",0,610176,1,2004,1,0,0,0,79,259,22918,1724,54360,37,82,14961,158,19432,0.798805862131355,0.357468727005151,0,0.468354430379747,0.316602316602317,0.652805654943712,0,0,10008,39735,0.278434631511351,0.684444213601279,0,5,4752000,74,83,12,317.3324,0,2,0,0.089089049716803,0.0916473317865429,79
"NASHVILLE",2010,"TN01901","Tennessee",0,605009,1,2004,1,0,0,0,55,332,22606,1835,55031,34,54,9126,95,13022,0.878051284391112,0.236630262942705,0,0.618181818181818,0.162650602409639,0.403698133238963,0,0,10691,76977,0.278467602474021,0.683921977970617,0,6,4752000,55,70,11,349.2717,0,3,0,0.0909589774697566,0.0517711171662125,55
"NASHVILLE",2011,"TN01901","Tennessee",0,612789,1,2004,1,0,0,0,50,387,22625,1725,54297,29,85,10094,144,14012,0.875977327178169,0.25806213971306,0,0.58,0.219638242894057,0.44614364640884,0,0,10612,74953,0.288281683848203,0.670377228185375,0,7,4752000,49,75,0,321.4536,1,0,0,0.0886063555318388,0.0834782608695652,52
"NASHVILLE",2013,"TN01901","Tennessee",0,635673,1,2004,1,0,0,0,35,463,21016,1201,47733,23,123,13886,179,19092,0.818571488021751,0.399974860159638,0,0.657142857142857,0.265658747300216,0.660734678340312,0,0,13079,59010,0.288908749366505,0.668459673283342,0,9,4752000,39,92,12,399.7564,0,1,0,0.0750904946411126,0.149042464612823,37
"MEMPHIS",1990,"TNMPD00","Tennessee",79,610337,1,1997,0,9,39,853,195,831,7450,12681,63804,170,656,5559,1368,17030,0.738735355962752,0.266911165444173,0.0448275862068966,0.833333333333333,0.789410348977136,0.746174496644295,0.0441176470588235,0.0140285865537321,13916,39348,0.437598829615931,0.550936331396373,0.0722803423805692,-7,4748000,213,118,NA,292,0,1,0,0.107366913688667,0.107877927608233,198
"MEMPHIS",1991,"TNMPD00","Tennessee",79,619981,1,1997,0,9,13,958,169,653,6115,13382,65763,153,495,4799,1275,18086,0.712566170910008,0.275017867189757,0.0195195195195195,0.859550561797753,0.758039816232772,0.784791496320523,0.050561797752809,0.0151393138991786,13683,33921,0.443070394551455,0.544942854277213,0.0762115145657877,-6,4748000,195,96,NA,284,1,0,0,0.109063019673184,0.0952772380810043,172
"MEMPHIS",1993,"TNMPD00","Tennessee",79,618981,1,1997,0,8,3,852,198,725,5627,13289,63957,162,605,4686,1126,18022,0.746449804392693,0.281783073002173,0.00412087912087912,0.786407766990291,0.83448275862069,0.832770570463835,0.0388349514563107,0.0124605124605125,8231,24232,0.456523929707144,0.529918285375496,0.0697234861743087,-4,4748000,221,83,NA,327,0,2,0,0.105600979674659,0.0847317330122658,202
"MEMPHIS",1994,"TNMPD00","Tennessee",79,628375,1,1997,0,13,2,396,159,695,5978,11711,63363,105,482,3732,1186,12457,NA,0.196597383330966,0.00286944045911047,0.61046511627907,0.693525179856115,0.62428905988625,0.0755813953488372,0.0110835401157982,0,0,0.461798657407139,0.523542869719839,0.0390580126364159,-3,4748000,187,97,11,350,0,3,0,0.102259001392481,0.101272308086414,164
"MEMPHIS",1995,"TNMPD00","Tennessee",79,623902,1,1997,0,8,9,465,181,785,8128,13837,69432,108,366,4809,1106,12499,NA,0.180017859200369,0.0113350125944584,0.571428571428571,0.466242038216561,0.591658464566929,0.0423280423280423,0.0089013534934764,0,0,0.466212605918842,0.518097072684118,0.0368900953574163,-2,4748000,392,200,NA,680,1,0,0,0.112844645473167,0.0799306207993062,182
"MEMPHIS",1996,"TNMPD00","Tennessee",79,631626,1,1997,0,8,11,526,161,789,12487,14284,77164,126,406,8752,1226,20167,NA,0.261352444144938,0.01375,0.745562130177515,0.514575411913815,0.700888924481461,0.0473372781065089,0.00691903928741848,0,0,0.47142237161795,0.511810476508332,0.0416638711841664,-1,4748000,380,182,NA,768,0,1,0,0.123826441596768,0.0858302996359563,172
"MEMPHIS",1997,"TNMPD00","Tennessee",79,637492,1,1997,1,20,6,672,138,938,14208,11457,72704,107,486,9100,1281,22146,NA,0.304604973591549,0.00635593220338983,0.677215189873418,0.518123667377399,0.640484234234234,0.126582278481013,0.00816753926701571,0,0,0.476718260067979,0.505697827809577,0.0635880670208418,0,4748000,326,190,NA,676,0,2,0,0.116136359358235,0.111809374181723,139
"MEMPHIS",1998,"TNMPD00","Tennessee",79,604242,1,1997,1,14,2,669,115,722,13942,8337,63112,90,375,6854,1015,20636,NA,0.326974267968057,0.00276243093922652,0.697674418604651,0.519390581717452,0.491608090661311,0.108527131782946,0.0066970646907951,0,0,0.482302058561614,0.49915971318511,0.0864562787639711,1,4748000,292,202,NA,648,0,3,0,0.106397767781783,0.121746431570109,119
"MEMPHIS",1999,"TNMPD00","Tennessee",79,609851,1,1997,1,10,5,704,118,688,14890,7670,61852,78,518,8241,1045,23717,NA,0.383447584556684,0.00721500721500722,0.609375,0.752906976744186,0.553458697112156,0.078125,0.00574252136752137,0,0,0.487119416978249,0.493456220785701,0.0979654239680113,2,4748000,139,81,0,372.9686,1,0,0,0.103407225699392,0.136245110821382,128
"MEMPHIS",2000,"TNMPD00","Tennessee",79,650100,1,1997,1,2,10,688,147,574,18018,8696,72832,43,301,7184,717,16777,0.653228504516561,0.230352043057996,0.0171232876712329,0.288590604026846,0.524390243902439,0.398712398712399,0.0134228187919463,0.00464037122969838,4146,7810,0.490469786104592,0.488714044596057,0.0777388906564853,3,4748000,160,85,0,344.1202,0,1,0,0.113651745885248,0.0824517019319227,149
"MEMPHIS",2001,"TNMPD00","Tennessee",79,655898,1,1997,1,0,0,0,159,489,24677,9561,84462,111,164,6620,781,14053,0.672454595487067,0.166382515213942,0,0.69811320754717,0.335378323108384,0.268265996677068,0,0,11903,24437,0.494792662590328,0.483827682045581,0,4,4748000,160,72,0,323.5142,0,2,0,0.128773071422691,0.0816860161071018,163
"MEMPHIS",2002,"TNMPD00","Tennessee",79,662441,1,1997,1,0,0,0,149,517,26231,9219,86622,114,156,7950,848,15203,0.664624668556277,0.175509685761123,0,0.76510067114094,0.30174081237911,0.30307651252335,0,0,11004,21807,0.498088446595596,0.479838124495247,0,5,4748000,172,97,0,330.7263,0,3,0,0.130761833884074,0.0919839461980692,152
"MEMPHIS",2003,"TNMPD00","Tennessee",79,653858,1,1997,1,0,0,0,126,449,27674,8534,88090,101,109,7563,688,14340,0.680778188792985,0.162788057668294,0,0.801587301587302,0.242761692650334,0.27328900773289,0,0,11650,24845,0.501120467949764,0.476159177029525,0,6,4748000,141,89,0,331.7566,1,0,0,0.134723441481178,0.0806187016639325,127
"MEMPHIS",2004,"TNMPD00","Tennessee",79,652526,1,1997,1,0,0,0,107,448,32226,7356,90803,84,87,9400,600,16539,0.690015935702903,0.182141559199586,0,0.785046728971963,0.194196428571429,0.291689939800161,0,0,13422,29877,0.504210505480585,0.472253989478685,0,7,4748000,126,74,0,354.4232,0,1,0,0.13915614090473,0.0815660685154976,107
"MEMPHIS",2005,"TNMPD00","Tennessee",79,678988,1,1997,1,0,0,0,138,401,36848,8306,98697,99,79,8682,494,15213,0.699157540016849,0.154138423660294,0,0.717391304347826,0.197007481296758,0.235616587060356,0,0,14284,33196,0.506490859988277,0.469205528378682,0,8,4748000,170,108,13,373.9989,0,2,0,0.145358975416355,0.0594750782566819,140
"MEMPHIS",2006,"TNMPD00","Tennessee",79,680828,1,1997,1,0,0,0,149,434,35812,6734,98683,99,87,9249,365,15353,0.69176422635357,0.155578975102095,0,0.664429530201342,0.200460829493088,0.258265385904166,0,0,13612,30549,0.508872508278542,0.465915469668554,0,9,4748000,161,105,15,389.4534,0,3,0,0.144945566281058,0.0542025542025542,150
"MEMPHIS",2007,"TNMPD00","Tennessee",79,669264,1,1997,1,0,0,0,131,450,37288,6204,96752,74,164,9722,430,16390,0.720204378444581,0.169402182900612,0,0.564885496183206,0.364444444444444,0.260727311735679,0,0,14621,37635,0.50995923691505,0.463989347247133,0,10,4748000,179,74,15,421.3927,1,0,0,0.144564775634129,0.0693101225016119,133
"MEMPHIS",2008,"TNMPD00","Tennessee",79,672046,1,1997,1,0,0,0,138,366,37927,5419,97093,84,195,10453,495,18035,0.691558319201055,0.185749745089759,0,0.608695652173913,0.532786885245902,0.275608405621325,0,0,16369,36701,0.51129159481469,0.462161706386983,0,11,4748000,165,122,10,385.3322,0,1,0,0.144473741380798,0.0913452666543643,142
"MEMPHIS",2009,"TNMPD00","Tennessee",79,667421,1,1997,1,0,0,0,132,387,38250,4197,90166,92,141,11174,403,18598,0.71358596279335,0.206264001951955,0,0.696969696969697,0.364341085271318,0.292130718954248,0,0,17074,42539,0.51253848820818,0.460345597753256,0,12,4748000,157,89,10,423.4533,1,0,0,0.135096138719039,0.0960209673576364,134
"MEMPHIS",2010,"TNMPD00","Tennessee",79,646889,1,1997,1,0,0,0,89,433,38302,3934,84242,65,137,11003,285,17439,0.736610781697007,0.207010754730419,0,0.730337078651685,0.316397228637413,0.287269594277061,0,0,16480,46089,0.51289514954874,0.45978082890138,0,13,4748000,124,96,12,441.9987,0,1,0,0.130226360318385,0.07244534824606,92
"MEMPHIS",2011,"TNMPD00","Tennessee",79,652725,1,1997,1,0,0,0,117,406,38067,3436,84078,68,173,10994,243,17455,0.732285062927454,0.207604843121863,0,0.581196581196581,0.426108374384236,0.28880657787585,0,0,17145,46897,0.532844768868955,0.436542308697347,0,14,4748000,155,91,14,376.0595,1,0,0,0.128810754912099,0.0707217694994179,121
"MEMPHIS",2013,"TNMPD00","Tennessee",79,657691,1,1997,1,0,0,0,125,458,36805,2695,80400,72,189,11343,237,17861,0.725988843386083,0.222151741293532,0,0.576,0.412663755458515,0.308191821763347,0,0,16259,43078,0.537594012976851,0.430719688300075,0,16,4748000,160,91,19,424.4836,0,1,0,0.122245857097026,0.0879406307977737,127
"EL PASO",1990,"TX07102","Texas",71,515342,1,1999,0,0,16,702,34,256,13059,5636,67540,30,111,5223,389,12099,0.662810716119484,0.179138288421676,0.0588235294117647,0.882352941176471,0.43359375,0.399954054674937,0,0.0114307342922029,11164,21945,0.0384597295708407,0.945151591500798,0.145672275276641,-9,4824000,41,66,NA,194,0,1,0,0.133784942814675,0.0690205819730305,34
"EL PASO",1991,"TX07102","Texas",71,526339,1,1999,0,1,19,535,49,265,12980,5524,59848,40,135,5954,456,12573,0.645799011532125,0.210082208260928,0.0669014084507042,0.8,0.509433962264151,0.458705701078582,0.02,0.0102180875400336,12255,22344,0.0382025169103889,0.944651976468499,0.117007672634271,-8,4824000,50,60,NA,199,0,2,0,0.115809392805777,0.0825488776249095,51
"EL PASO",1993,"TX07102","Texas",71,554515,1,1999,0,4,12,296,47,281,16790,5546,59311,44,118,7767,679,13890,0.631768840782557,0.234189273490584,0.0409556313993174,0.862745098039216,0.419928825622776,0.462596783799881,0.0784313725490196,0.0160571964369433,11839,20312,0.0375589075837008,0.943645866848357,0.0688381464069846,-6,4824000,52,62,NA,233,0,4,0,0.108689575575052,0.12243058059863,50
"EL PASO",1994,"TX07102","Texas",71,565183,1,1999,0,1,37,313,44,233,16137,3904,52596,32,139,8223,733,13889,0.677564923721905,0.264069510989429,0.137037037037037,0.711111111111111,0.59656652360515,0.509574270310467,0.0222222222222222,0.0152559956062733,11075,23273,0.0365625111230445,0.943956878954968,0.0981750981750982,-5,4824000,49,61,NA,203,0,5,0,0.095179791324226,0.187756147540984,44
"EL PASO",1995,"TX07102","Texas",71,590215,1,1999,0,0,13,256,37,242,16267,3882,54367,35,101,8405,409,13502,0.685829100853938,0.248349182408446,0.0509803921568627,0.945945945945946,0.417355371900826,0.516690231757546,0,0.0148376937984496,11258,24576,0.0363148643484906,0.943452808559419,0.082703213610586,-4,4824000,78,110,NA,370,0,6,0,0.0937539710105639,0.105358062854199,38
